twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","TweetDeck","","Ik ben altijd ready.","","","",3,142394235,"","","","","","","","","","Live life like it.","unisex","","","","","Voor die junkies met ING zonder geld kan je nu pinnen, maar maandag heeft je saldo een andere kleur.","","","","142394235","","221810486189096961","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",22,"iD3NNiS","","","","","","","","","Sun, 08 Jul 2012 03:38:35 +0000","","","","",32970,"","",227,"http://twitter.com/iD3NNiS","","","twitter",128,"1e1c8ae65772af80e07458a1b6f45a3a","","","","","","Greenland","","","",4.46,89,"","http://twitter.com/iD3NNiS/statuses/221810486189096961","","","","","","","","iD3NNiS",142394235,"","Almere","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2252648546/img1497674976_normal.jpeg","nl","Mon, 10 May 2010 19:34:27 +0000","","","","","Voor die junkies met ING zonder geld kan je nu pinnen, maar maandag heeft je saldo een andere kleur.","","",100,"en","[""football""]","","","","","","","",-10800,"","Live life like it.","","Sun, 08 Jul 2012 03:38:35 +0000","","","",""
"","","","","Samsung Mobile","","You only Live Once Bitch ... Essaies de ne pàas la fOutre en l'aire! #TeamBEHIVE, #TeamBrezzy, #TeamGalaxyS2 • Follow Me :-)","","","",6,365304794,"","","","","",1,"","","http://ixamxmycki.tumblr.com/","M[ιι]скγ™▲","","","","","","@Becrazyhoney abn ?! Moi je suis pas aller","","[""Becrazyhoney""]","","365304794","","221813074766729217","","","","<a href=""http://www.samsungmobile.com"" rel=""nofollow"">Samsung Mobile</a>",32,"IxAmxMycki","","","","","","","","","Sun, 08 Jul 2012 03:48:52 +0000","","","","",1604,"","",115,"http://twitter.com/IxAmxMycki","","","twitter",113,"1e1c8afd539eaa00e074034989d7cf06","","","","","","Atlantic Time (Canada)","","","",10.69,109,"","http://twitter.com/IxAmxMycki/statuses/221813074766729217","","","","","","","","IxAmxMycki",365304794,"","Abou Dabi","Becrazyhoney","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2316642779/akubyzooic4rh7jxf9lm_normal.jpeg","fr","Wed, 31 Aug 2011 06:15:13 +0000","","","","","@Becrazyhoney abn ?! Moi je suis pas aller","","",64,"fr","","","574828461","",6,"","","",-14400,"","M[ιι]скγ™▲","","Sun, 08 Jul 2012 03:48:52 +0000","","","",""
"","","","[""http://twitter.com/storingsmelding/statuses/221796871893549057""]","Google","","","","","",5,155656412,"","","","","",9,"","[0]","","storingsmelding","","","","","","RT @BRIANJANSEN_024: ""@AMIN_E__: Storing bij ING iedereen met ING pas snel rennen en… http://t.co/MJBaFt9O #storing","","[""BRIANJANSEN_024"",""AMIN_E__""]","","155656412","","221819703411220481","","","","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",38,"storingsmelding","","","","","","[""Sun, 08 Jul 2012 04:15:14 +0000""]","","","Sun, 08 Jul 2012 04:15:13 +0000","","","","[""http://goo.gl/fb/WbM7p""]",43951,"[""goo.gl""]","",502,"http://twitter.com/storingsmelding","","","twitter",263,"1e1c8b383935ae80e074fccf80e44a28","","[""Twitter / storingsmelding: RT @BRIANJANSEN_024: \\""@AMI""]","","","","","","","",16.02,437,"","http://twitter.com/storingsmelding/statuses/221819703411220481","","","","","","","","storingsmelding",155656412,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/1169566548/storing_normal.jpg","nl","Mon, 14 Jun 2010 18:59:33 +0000","","","","","RT @BRIANJANSEN_024: ""@AMIN_E__: Storing bij ING iedereen met ING pas snel rennen en… http://t.co/MJBaFt9O #storing","","",100,"en","[""ict""]","","","","","","","","","","storingsmelding","","Sun, 08 Jul 2012 04:15:13 +0000","","","",""
"","","","","txt","","Nathalie kei. jeune 2mwsel,c0ol,suriante,gaffeuz. aime chanT,papoT avc ls pote.0337987649","","","",3,347220304,"","","","","","","","","","Yuricka2","","","","","","?TrEmigni0n33: Ton nombre de followers ne signifie pas que tu es forcement quelqu'un de bon a suivre. Hitler en avait des milliers,&lt;abn,slu","","","","347220304","","221844450610126850","","","","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",14,"Yuricka2","","","","","","","","","Sun, 08 Jul 2012 05:53:33 +0000","","","","",130,"","",14,"http://twitter.com/Yuricka2","","","twitter",7,"1e1c8c1403feac80e074f20647528c98","","","","","","","","","",2.65,40,"","http://twitter.com/Yuricka2/statuses/221844450610126850","","","","","","","","Yuricka2",347220304,"","Tana/madagascar","","","[""ABN AMRO""]","","","http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png","fr","Tue, 02 Aug 2011 13:16:24 +0000","","","","","?TrEmigni0n33: Ton nombre de followers ne signifie pas que tu es forcement quelqu'un de bon a suivre. Hitler en avait des milliers,&lt;abn,slu","","",94,"en","","","","",0,"","","","","","Yuricka2","","Sun, 08 Jul 2012 05:53:33 +0000","","","",""
"","","","","Twitter for iPad","","","","","",4,151488730,"","","","","","","","","","Esther Haasnoot","female","","","","","@ingnl_webcare wij kunnen niet pinnen in Japan, volgens ing  zijn onze rekeningen niet geblokkeerd, wij kunnen niks, cash is op,HELP ONS","","[""INGnl_webcare""]","","151488730","","221909990535999488","","","","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",20,"Eszsi","","","","","","","","","Sun, 08 Jul 2012 10:13:59 +0000","","","","",1698,"","",22,"http://twitter.com/Eszsi","","","twitter",23,"1e1c8e5a2124ad80e07457ce972afd28","","","","","","Amsterdam","","","",4.95,37,"","http://twitter.com/Eszsi/statuses/221909990535999488","","","","","","","","Eszsi",151488730,"","Leiden, netherlands","INGnl_webcare","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/1437224251/huisfeest_019_normal.JPG","nl","Thu, 03 Jun 2010 14:32:17 +0000","","","","","@ingnl_webcare wij kunnen niet pinnen in Japan, volgens ing  zijn onze rekeningen niet geblokkeerd, wij kunnen niks, cash is op,HELP ONS","","",100,"en","","","71515969","","","","","",3600,"","Esther Haasnoot","","Sun, 08 Jul 2012 10:13:59 +0000","","","",""
"","","","","Twitter for iPad","","Nederland || Ajax || Liefste zusjes @MILAMINAJ_ & @SARAMINAJ_","","","",9,190567672,"","","","","","","","","http://www.kaas.nl","Jordii","","","","","","“@MILAMINAJ_: @LikeJordii_ of pinnen natuurlijk :)” sns bank","","[""MILAMINAJ_"",""LikeJordii_""]","","190567672","","221915975296098305","","","","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",39,"LikeJordii_","","","","","","","","","Sun, 08 Jul 2012 10:37:46 +0000","","","","",23376,"","",140,"http://twitter.com/LikeJordii_","","","twitter",413,"1e1c8e8f4a13a900e07485a1f54cc93e","","","","","","Greenland","","","",16.81,194,"","http://twitter.com/LikeJordii_/statuses/221915975296098305","","","","","","","","LikeJordii_",190567672,"","Oss, Noord-Brabant","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2376708275/image_normal.jpg","nl","Tue, 14 Sep 2010 08:16:23 +0000","",true,"","","“@MILAMINAJ_: @LikeJordii_ of pinnen natuurlijk :)” sns bank","","",100,"en","[""music"",""amsterdam"",""coldplay"",""law""]","","","","","","","",-10800,"","Jordii","","Sun, 08 Jul 2012 10:37:46 +0000","","","",""
"","","","","A.plus for BlackBerry","","liefste zusje; @SARAMINAJ_ . liefste downie; @_xMiSSPOLSKA  . liefste broertjes ; @PeterDoeeef & @LikeJordii_ . || love ; sleeping, food and him . ♥♥♥","","","",6,230213699,"","","","","",2,"","","","Jamila.","mostly_female","","","","","RT @LikeJordii_: “@MILAMINAJ_: @LikeJordii_ of pinnen natuurlijk :)” sns bank // INGGGGG :D","","[""LikeJordii_"",""MILAMINAJ_""]","","230213699","","221916473642328066","","","","<a href=""http://aplus-app.com"" rel=""nofollow"">A.plus for BlackBerry</a>",38,"MILAMINAJ_","","","","","","","","","Sun, 08 Jul 2012 10:39:44 +0000","","","","",42181,"","",245,"http://twitter.com/MILAMINAJ_","","","twitter",407,"1e1c8e93af69a800e074e0faa7692316","","","","","","Amsterdam","","","",15.74,217,"","http://twitter.com/MILAMINAJ_/statuses/221916473642328066","","","","","","","","MILAMINAJ_",230213699,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2373291921/IMG-20120706-WA000_normal.jpg","nl","Fri, 24 Dec 2010 16:33:03 +0000","",true,"","","RT @LikeJordii_: “@MILAMINAJ_: @LikeJordii_ of pinnen natuurlijk :)” sns bank // INGGGGG :D","","",100,"en","[""music"",""amsterdam"",""coldplay"",""skype""]","","","","","","","",3600,"","Jamila.","","Sun, 08 Jul 2012 10:39:44 +0000","","","",""
"","","","","Twitter for Mac","","","","","",3,111032245,"","","","","",1,"","","","Ardjan Vissers","male","","","","","@MarjaJanssen jij hebt geen ING meer toch? Dan ist er pas morgenmiddag ;)","","[""MarjaJanssen""]","","111032245","","221935544698011648","","","","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",16,"ardjanvissers","","","","","","","","","Sun, 08 Jul 2012 11:55:31 +0000","","","","",978,"","",22,"http://twitter.com/ardjanvissers","","","twitter",9,"1e1c8f3d12fbab80e07489f132ac1178","","","","","","","","","",4.11,59,"","http://twitter.com/ardjanvissers/statuses/221935544698011648","","","","","","","","ardjanvissers",111032245,"","Hoogvliet, Netherlands","MarjaJanssen","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/1440322840/foto_normal.JPG","nl","Wed, 03 Feb 2010 15:45:49 +0000","","","","","@MarjaJanssen jij hebt geen ING meer toch? Dan ist er pas morgenmiddag ;)","","",100,"en","","221934634114625536","353603028","","","","","","","","Ardjan Vissers","","Sun, 08 Jul 2012 11:55:31 +0000","","","",""
"","","","","TweetDeck","","HBO/ Jobcoach / Councellor / Muziekliefhebber / Programmabedenker / Muziekcoördinator / Cluster hp-patient / grappenmaker /en alles wat nog komt","","","",12,247757707,"","","","","",1,"","","","Eric Kerkdijk","male","","","","","@hjdeventer Pas toch wel? Camp-ing... lol   Maar niks te vinden even buiten Stockholm?","","[""hjdeventer""]","","247757707","","221954000617082880","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",37,"puffstuf","","","","","","","","","Sun, 08 Jul 2012 13:08:52 +0000","","","","",7234,"","",103,"http://twitter.com/puffstuf","","","twitter",185,"1e1c8fe10630aa00e07433a86a8b1a56","","","","","","Amsterdam","","","",15.44,192,"","http://twitter.com/puffstuf/statuses/221954000617082880","","","","","","","","puffstuf",247757707,"","","hjdeventer","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/1831830554/Eric_2_normal.jpg","nl","Sat, 05 Feb 2011 14:11:41 +0000","","","","","@hjdeventer Pas toch wel? Camp-ing... lol   Maar niks te vinden even buiten Stockholm?","","",100,"en","","221951897467240448","174245116","","","","","",3600,"","Eric Kerkdijk","","Sun, 08 Jul 2012 13:08:52 +0000","","","",""
"","","","[""http://links.speurmachine.nl/nieuws2.html""]","web","","#followback #volgterug #terugvolgen volg de volgers en krijg zelf meer volgers. Follow our followers and get more follwers yourself #morefollowers #meervolgers","","","",3,228014327,"","","","","",15,"","[0]","","volgt terug","","","","","","Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... http://t.co/yvNupb8O","","","","228014327","","221955554514452481","","","","web",21,"volgterug","","","","","","[""Sun, 08 Jul 2012 13:15:02 +0000""]","","","Sun, 08 Jul 2012 13:15:02 +0000","","","","[""http://bit.ly/NdSvPY""]",1582,"[""bit.ly""]","",3447,"http://twitter.com/volgterug","","","twitter",24,"1e1c8feecec8af00e0749629eae2c262","","[""Speurmachine.nl""]","","","","Greenland","","","",5.48,3712,"","http://twitter.com/volgterug/statuses/221955554514452481","","","","","","","","volgterug",228014327,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1506532955/twitter_normal.jpg","nl","Sat, 18 Dec 2010 13:29:49 +0000","","","","","Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... http://t.co/yvNupb8O","","",100,"en","","","","","","","","",-10800,"","volgt terug","","Sun, 08 Jul 2012 13:15:02 +0000","","","",""
0,"volgt terug","","[""http://links.speurmachine.nl/nieuws2.html""]","web","vakmangezocht","","","300475662","",2,"","","","","","","","[""bit.ly""]","[0]","","","","","","",79,"","","","","","nl","221957369863737344",3600,15,-10800,"",10,"vakmangezocht",228014327,"","",3447,"","[""Sun, 08 Jul 2012 13:15:02 +0000""]","Tue, 17 May 2011 20:39:12 +0000",3712,"Sun, 08 Jul 2012 13:22:15 +0000","","","Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... http://t.co/yvNupb8O","","","","[""http://bit.ly/NdSvPY""]","","http://twitter.com/vakmangezocht","",300475662,"twitter",2,"1e1c8ffef031ad80e0747b60119d541e",1406,"[""Speurmachine.nl""]","Sun, 08 Jul 2012 13:22:15 +0000","","Sun, 08 Jul 2012 13:15:02 +0000","","","","",0.09000000000000001,"","web","http://twitter.com/vakmangezocht/statuses/221957369863737344",4,"221957369863737344","Nederland","• Aannemers;\r\n• Schilders;\r\n• Stukadoors;\r\n• Timmermannen;\r\n• Elektriciens;\r\n• Loodgieters;\r\n• Dakdekkers;\r\n• Hoveniers;\r\nhttp://bit.ly/AzZkZT ","","","","",300475662,"","","",1455,"[""ABN AMRO""]","Greenland","","http://a0.twimg.com/profile_images/1496443334/vakmangezocht_normal.jpg","nl","",1583,"","","#followback #volgterug #terugvolgen volg de volgers en krijg zelf meer volgers. Follow our followers and get more follwers yourself #morefollowers #meervolgers","RT @volgterug: Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... htt ...","volgterug","Amsterdam",100,"","","","","","","","web","Sat, 18 Dec 2010 13:29:49 +0000","","en","vakmangezocht","","","vakmangezocht","","221955554514452481","228014327"
2,"volgt terug","","[""http://links.speurmachine.nl/nieuws2.html""]","web","winkelonline","","","231555979","",3,"","","","","","","","[""bit.ly""]","[0]","","","","","","",2404,"","","","","","en","221958627433521152","",15,-10800,"",17,"winkelonline",228014327,"","",3447,"","[""Sun, 08 Jul 2012 13:15:02 +0000""]","Tue, 28 Dec 2010 21:21:32 +0000",3712,"Sun, 08 Jul 2012 13:27:15 +0000","","","Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... http://t.co/yvNupb8O","","","","[""http://bit.ly/NdSvPY""]","","http://twitter.com/winkelonline","",231555979,"twitter",14,"1e1c900a1d37ab80e0745b285ec8287c",1556,"[""Speurmachine.nl""]","Sun, 08 Jul 2012 13:27:15 +0000","","Sun, 08 Jul 2012 13:15:02 +0000","","","","",4.03,"","web","http://twitter.com/winkelonline/statuses/221958627433521152","","221958627433521152","Nederland","","","","","",231555979,"http://speurmachine.nl","","",1632,"[""ABN AMRO""]","Greenland","","http://a0.twimg.com/profile_images/1498773424/komkokkers_normal.jpg","nl","",1584,"","","#followback #volgterug #terugvolgen volg de volgers en krijg zelf meer volgers. Follow our followers and get more follwers yourself #morefollowers #meervolgers","RT @volgterug: Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... htt ...","volgterug","",100,"","","","","","","","web","Sat, 18 Dec 2010 13:29:49 +0000","","en","komkommer","","","komkommer","","221955554514452481","228014327"
3,"volgt terug","","[""http://links.speurmachine.nl/nieuws2.html""]","web","meestekorting","","","343383387","",2,"","","","","","","","[""bit.ly""]","[0]","","","male","","","",2146,"","","","","","en","221958802793177088","",15,-10800,"",15,"meestekorting",228014327,"","",3447,"","[""Sun, 08 Jul 2012 13:15:02 +0000""]","Wed, 27 Jul 2011 13:58:38 +0000",3712,"Sun, 08 Jul 2012 13:27:57 +0000","","","Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... http://t.co/yvNupb8O","","","","[""http://bit.ly/NdSvPY""]","","http://twitter.com/meestekorting","",343383387,"twitter",23,"1e1c900badc2ac80e074f0bfe7e2880a",1425,"[""Speurmachine.nl""]","Sun, 08 Jul 2012 13:27:57 +0000","","Sun, 08 Jul 2012 13:15:02 +0000","","","","",2.09,"","web","http://twitter.com/meestekorting/statuses/221958802793177088",3,"221958802793177088","Nederland","OPRUIMING 40-70% KORTING! Elke dag een super aanbieding voor de beste prijs! Zeven dagen per week","","","","",343383387,"","","",1509,"[""ABN AMRO""]","Greenland","","http://a0.twimg.com/profile_images/1472966221/korting_normal.jpg","nl","",1584,"","","#followback #volgterug #terugvolgen volg de volgers en krijg zelf meer volgers. Follow our followers and get more follwers yourself #morefollowers #meervolgers","RT @volgterug: Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... htt ...","volgterug","",100,"","","","","","","","web","Sat, 18 Dec 2010 13:29:49 +0000","","en","Dag aanbieding","","","Dag aanbieding","","221955554514452481","228014327"
3,"volgt terug","","[""http://links.speurmachine.nl/nieuws2.html""]","web","gelderland_zuid","","","233720166","",2,"","","","","","","","[""bit.ly""]","[0]","","","","","","",2179,"","","","","","en","221959209397391360","",15,-10800,"",11,"gelderland_zuid",228014327,"","",3447,"","[""Sun, 08 Jul 2012 13:15:02 +0000""]","Mon, 03 Jan 2011 23:25:58 +0000",3712,"Sun, 08 Jul 2012 13:29:33 +0000","","","Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... http://t.co/yvNupb8O","","","","[""http://bit.ly/NdSvPY""]","","http://twitter.com/gelderland_zuid","",233720166,"twitter",5,"1e1c900f4149ac80e074a9db8d0929c6",727,"[""Speurmachine.nl""]","Sun, 08 Jul 2012 13:29:33 +0000","","Sun, 08 Jul 2012 13:15:02 +0000","","","","",1.06,"","web","http://twitter.com/gelderland_zuid/statuses/221959209397391360",1,"221959209397391360","gelderland-Zuid","Webwinkel overzicht ","","","","",233720166,"","","",787,"[""ABN AMRO""]","Greenland","","http://a0.twimg.com/profile_images/1734637951/uitverkoop_normal.jpg","nl","",1584,"","","#followback #volgterug #terugvolgen volg de volgers en krijg zelf meer volgers. Follow our followers and get more follwers yourself #morefollowers #meervolgers","RT @volgterug: Pas op: #Phishingmail zogenaamd van #ABN-AMRO over #IBAN Deze mail is dus niet van uw bank afkomstig maar is enk..... htt ...","volgterug","",100,"","","","","","","","web","Sat, 18 Dec 2010 13:29:49 +0000","","en","Gelderland-Zuid","","","Gelderland-Zuid","","221955554514452481","228014327"
"","","","","UberSocial for BlackBerry","","","","","",5,555196382,"","","","","","","","","","اخينك ","","","","","","ING heeft mn pas geslikt. Snik snik","","","","555196382","","221967277623492609","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",35,"aginkie","","","","","","","","","Sun, 08 Jul 2012 14:01:37 +0000","","","","",1424,"","",155,"http://twitter.com/aginkie","","","twitter",299,"1e1c9056edfba680e0748385f1a5a7d6","","","","","","Athens","","","",11.58,97,"","http://twitter.com/aginkie/statuses/221967277623492609","","","","","","","","aginkie",555196382,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2378602303/342532991_normal.jpg","nl","Mon, 16 Apr 2012 15:17:38 +0000","","","","","ING heeft mn pas geslikt. Snik snik","","",100,"nl","","","","","","","","",7200,"","اخينك ","","Sun, 08 Jul 2012 14:01:37 +0000","","","",""
"","","","","Twitter for Android","","15years~                                  \r\nlove me for the real me♥~\r\nit's okay not to be okay♥\r\nILoveeYouMnA'BesteVriendinnetjjee♥♥ XxMiriam","","","",9,356714457,"","","","","","","","","","'Nakita'♥","","","","","","@xMiiriaaam_ wil je mee naar rabobank? moet pinnen:$ x","","[""xMiiriaaam_""]","","356714457","","221974354743926784","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",38,"XxNakita","","","","","","","","","Sun, 08 Jul 2012 14:29:44 +0000","","","","",14982,"","",135,"http://twitter.com/XxNakita","","","twitter",390,"1e1c9095c677ac00e0740ade91410f9e","","","","","","Amsterdam","","","",15.32,130,"","http://twitter.com/XxNakita/statuses/221974354743926784","","","","","","","","XxNakita",356714457,"","","xMiiriaaam_","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2378866087/5QnzHU5k_normal","nl","Wed, 17 Aug 2011 07:47:20 +0000","","","","","@xMiiriaaam_ wil je mee naar rabobank? moet pinnen:$ x","","",100,"nl","","","273426876","","","","","",3600,"","'Nakita'♥","","Sun, 08 Jul 2012 14:29:44 +0000","","","",""
"","","","","Twitter for Android","","15years~                                  \r\nlove me for the real me♥~\r\nit's okay not to be okay♥\r\nILoveeYouMnA'BesteVriendinnetjjee♥♥ XxMiriam","","","",9,356714457,"","","","","","","","","","'Nakita'♥","","","","","","richting rabobank pinnen..","","","","356714457","","221975296314851330","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",38,"XxNakita","","","","","","","","","Sun, 08 Jul 2012 14:33:29 +0000","","","","",14984,"","",135,"http://twitter.com/XxNakita","","","twitter",390,"1e1c909e283ca280e074f1f03fda83a4","","","","","","Amsterdam","","","",15.32,130,"","http://twitter.com/XxNakita/statuses/221975296314851330","","","","","","","","XxNakita",356714457,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2378866087/5QnzHU5k_normal","nl","Wed, 17 Aug 2011 07:47:20 +0000","","","","","richting rabobank pinnen..","","",62,"nl","","","","","","","","",3600,"","'Nakita'♥","","Sun, 08 Jul 2012 14:33:29 +0000","","","",""
"","","","","Twitter for Android","","","","","",3,347499026,"","","","","","","","","","Thomas van der Ven","male","","","","","Rabobank faalt wel hard na 7,5 minuten pas een iemand binnen #tdf12","","","","347499026","","221987168749486081","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",19,"2602thomasven","","","","","","","","","Sun, 08 Jul 2012 15:20:40 +0000","","","","",1464,"","",68,"http://twitter.com/2602thomasven","","","twitter",43,"1e1c91079ec1a400e0743b0d2183922e","","","","","","","","","",3.6,86,"","http://twitter.com/2602thomasven/statuses/221987168749486081","","","","","","","","2602thomasven",347499026,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/1535875831/image_normal.jpg","nl","Tue, 02 Aug 2011 22:04:26 +0000","","","","","Rabobank faalt wel hard na 7,5 minuten pas een iemand binnen #tdf12","","",100,"nl","","","","","","","","","","","Thomas van der Ven","","Sun, 08 Jul 2012 15:20:40 +0000","","","",""
"","","","","Twitter for BlackBerry®","","♥MIRFAD♥gthtfm♥ PIN : 2A060602","","","",4,232517342,"","","","","","","","","","Dian Ayu Permatasari","unisex","","","","","Kira gua pas gua prtm gatau itu fullname lu pusat abn-_- RT @Mutiakhanzar algojali mah si al :P RT: @ayyupermatasari: Knp algojali? RT","","[""Mutiakhanzar"",""ayyupermatasari""]","","232517342","","222039968841863168","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",26,"ayyupermatasari","","","","","","","","","Sun, 08 Jul 2012 18:50:28 +0000","","","","",3284,"","",236,"http://twitter.com/ayyupermatasari","","","twitter",112,"1e1c92dc8f47a200e07491b1abb5107a","","","","","","Pacific Time (US & Canada)","","","",6.62,135,"","http://twitter.com/ayyupermatasari/statuses/222039968841863168","","","","","","","","ayyupermatasari",232517342,"","","Mutiakhanzar","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2377951013/IMG_20120704_200513_normal.jpg","ms","Fri, 31 Dec 2010 11:05:52 +0000","","","","","Kira gua pas gua prtm gatau itu fullname lu pusat abn-_- RT @Mutiakhanzar algojali mah si al :P RT: @ayyupermatasari: Knp algojali? RT","","",100,"en","","222039300244635648","112103528","","","","","",-28800,"","Dian Ayu Permatasari","","Sun, 08 Jul 2012 18:50:28 +0000","","","",""
