twitter.retweet.count,twitter.retweeted.user.name,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,twitter.retweeted.created_at,twitter.user.time_zone,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.user.url,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","TweetDeck","","Nieuws, Sport, Basketball, Wielrennen, Arbeidsmarktcommunicatie, Analyse, Online Media, Google Analytics, Beleggen, Maximum, F1, Fietsen, Aandelen, Woerden.","","","",3,267766213,"","","",2,"","","","Mark Blokhuis","male","","","","","Betaal je netjes op tijd je cc rekening, schrijft #ING het bedrag gewoon doodleuk nog een keer af!! #klaagtweet #hoegaanweditoplossening","","","267766213","","221187698604511233","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",19,"MarkBlokhuis","","","","","","","","Fri, 06 Jul 2012 10:23:51 +0000","","","",550,"","",151,"http://twitter.com/MarkBlokhuis","","twitter",26,"1e1c754ae1ada580e074293c5feb152e","","","","","Amsterdam","","",4.42,251,"","http://twitter.com/MarkBlokhuis/statuses/221187698604511233","","","","","","MarkBlokhuis",267766213,"","","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/1291770428/PICT0674_-_kopie_normal.JPG","nl","Thu, 17 Mar 2011 14:10:07 +0000","","","","","Betaal je netjes op tijd je cc rekening, schrijft #ING het bedrag gewoon doodleuk nog een keer af!! #klaagtweet #hoegaanweditoplossening","","",92,"en","","","","","","","","",3600,"","Mark Blokhuis","Fri, 06 Jul 2012 10:23:51 +0000","","",""
"","","","Radian6 ","","Het ING Webcare Team reageert op internet op vragen, klachten en problemen van klanten ten aanzien van onze producten en diensten. ","","",true,8,71515969,"","","",223,"","","http://www.ing.nl/webcare","ING Webcare Team","female","","","","","@geasmithbults ING vraagt nooit om gegevens. Je kunt deze phishing e-mails naar valse-email@ing.nl sturen. CC @MyriamJansen","","[""geasmithbults"",""MyriamJansen""]","71515969","","221551133867511808","","","","<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 </a>",54,"INGnl_webcare","","","","","","","","Sat, 07 Jul 2012 10:28:01 +0000","","","",13142,"","",9156,"http://twitter.com/INGnl_webcare","","twitter",3555,"1e1c81e6d878ae80e074163eea65be46","","","","","Amsterdam","","",37.76,8407,"","http://twitter.com/INGnl_webcare/statuses/221551133867511808","","","","","","INGnl_webcare",71515969,"","Amsterdam","geasmithbults","","[""Rabobank""]","","http://a0.twimg.com/profile_images/472353416/ING_corporate_avatar_normal.gif","nl","Fri, 04 Sep 2009 11:48:57 +0000","","","","","@geasmithbults ING vraagt nooit om gegevens. Je kunt deze phishing e-mails naar valse-email@ing.nl sturen. CC @MyriamJansen","","",100,"en","[""retailers"",""business"",""social media"",""samsung"",""jeep""]","221548864497385472","222611585","","","","","",3600,"","ING Webcare Team","Sat, 07 Jul 2012 10:28:01 +0000","","",""
"","","[""http://www.zeker.com/"",""http://zeker.com/abn-amro/reisverzekering""]","dlvr.it","","Vind je ook dat de kwaliteit van verzekeringen belangrijk is? Lees dan verzekeringservaringen van klanten zoals jij op Zeker.com.","","","",13,44070341,"","","",8,"","[123,0]","http://zeker.com/","Zeker.com","mostly_male","","","","","Beste Reisverzekering in juli: ABN AMRO met een 8,4 op http://t.co/5PotgGTy /cc @abnamro http://t.co/lp79Ivth","","[""ABNAMRO""]","44070341","","221561084971188224","","","","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",40,"Zeker","","","","","[""Sun, 12 Sep 2010 12:30:00 +0000"",""Sat, 07 Jul 2012 11:07:34 +0000""]","","","Sat, 07 Jul 2012 11:07:33 +0000","","","[""http://Zeker.com"",""http://zkr.cm/NvKbsY""]",5713,"[""Zeker.com"",""zkr.cm""]","",308,"http://twitter.com/Zeker","","twitter",388,"1e1c823f35a0a880e074357b788990d0","","[""Zeker.com | Ervaringen & beoordelingen van verzekeringen"",""ABN AMRO Reisverzekering Ervaringen | Zeker.com""]","","","Amsterdam","","",19.27,249,"","http://twitter.com/Zeker/statuses/221561084971188224","","","","","","Zeker",44070341,"","Amsterdam","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/1810609749/zeker-com_normal.png","nl","Tue, 02 Jun 2009 06:01:38 +0000","","","","","Beste Reisverzekering in juli: ABN AMRO met een 8,4 op http://t.co/5PotgGTy /cc @abnamro http://t.co/lp79Ivth","","",61,"nl","","","","","","","","",3600,"","Zeker.com","Sat, 07 Jul 2012 11:07:33 +0000","","",""
"","","[""http://poppik.com/Microbio-with-Diseases-Taxonomy-and-CC-S-Acc-Kt-9780321507785-Books/0321640438""]","twitterfeed","","","","","",2,116972971,"","","",1,"","[0]","http://poppik.com","Poppik.com","","","[{""name"":""7/7/2012"",""sentiment"":0,""confident"":1,""label"":""Date"",""evidence"":1,""type"":""Pattern"",""about"":1}]","","","Microbio with Diseases Taxonomy&amp; CC S/Acc Kt (9780321507785): Books: Price:: $154.16 as of 7/7/2012 7:24:46 AMRo... http://t.co/rXz72XCv","","","116972971","","221613664401231872","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",14,"Poppikcom","","","","","[""Sat, 07 Jul 2012 14:36:35 +0000""]","","","Sat, 07 Jul 2012 14:36:29 +0000","","","[""http://bit.ly/OG2mz7""]",153859,"[""bit.ly""]","",262,"http://twitter.com/Poppikcom","","twitter",12,"1e1c8412363da480e074e7e18657d65e","","[""Microbio with Diseases Taxonomy&amp; CC S/Acc Kt (9780321507785): Books""]","","","Alaska","","",1.99,328,"","http://twitter.com/Poppikcom/statuses/221613664401231872","","","","","","Poppikcom",116972971,"","","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/717295642/icon_128_normal.png","en","Wed, 24 Feb 2010 04:11:40 +0000","","","","","Microbio with Diseases Taxonomy&amp; CC S/Acc Kt (9780321507785): Books: Price:: $154.16 as of 7/7/2012 7:24:46 AMRo... http://t.co/rXz72XCv","","",100,"en","[""electronics"",""garmin"",""tomtom"",""cars""]","","","",0,"","","",-32400,"","Poppik.com","Sat, 07 Jul 2012 14:36:29 +0000","","",""
"","","","Twitter for BlackBerry®","","Laid back dude,fun as hell,die hard Pirates and Man United fanatic who wants to be an economist/forensic auditor 1 day! ","","","",4,164380063,"","","",1,"","","","Thapelo Bonnetswe®","","","","","","Bas Amro - Ten (Freerange) #LetsPlayHouse cc @ILvSAHouseMusic","","[""ILvSAHouseMusic""]","164380063","","221640359434915840","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",30,"Tp707","","","","","","","","Sat, 07 Jul 2012 16:22:34 +0000","","","",7365,"","",162,"http://twitter.com/Tp707","","twitter",150,"1e1c84ff539ca100e074f5f822964fe0","","","","","Greenland","","",8.56,342,"","http://twitter.com/Tp707/statuses/221640359434915840","","","","","","Tp707",164380063,"","Huhudi,Vryburg,North West","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2337804439/295072_10150800851140064_51434260063_9715997_1798551078_n_normal.jpg","vi","Thu, 08 Jul 2010 18:50:57 +0000","","","","","Bas Amro - Ten (Freerange) #LetsPlayHouse cc @ILvSAHouseMusic","","",64,"en","[""pirates"",""avi"",""games"",""music"",""chiefs""]","","","","","","","",-10800,"","Thapelo Bonnetswe®","Sat, 07 Jul 2012 16:22:34 +0000","","",""
0,"Soy Wuicho \\0/","","Twitter for BlackBerry®","Abn_Alarc","","","414998958","",6,"","","","","","","","","","male","","",true,7237,"","","","","es","222159924271128577","",4,-25200,"",31,"Abn_Alarc",200206296,"","",458,"","Thu, 17 Nov 2011 19:30:25 +0000",331,"Mon, 09 Jul 2012 02:47:08 +0000","","Lujo de los narcos Cc. @Abn_Alarc","","","","","","http://twitter.com/Abn_Alarc",414998958,"twitter",86,"1e1c9705fe21ae00e07469e8fe1550d2",78,"","Mon, 09 Jul 2012 02:47:08 +0000","Mon, 09 Jul 2012 02:33:27 +0000","","","Guatemala♥♥",10.66,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","http://twitter.com/Abn_Alarc/statuses/222159924271128577","","222159924271128577","","","http://favstar.fm/users/wuichoguerra","",414998958,"","","",135,"[""ABN AMRO""]","Mountain Time (US & Canada)","http://a0.twimg.com/profile_images/2377961056/sontay_normal.jpg","es","",16143,"","[""Abn_Alarc""]","Construyendo un futuro, me gusta un poco de todo en music y aveces spameo #FollowMe no m critiques ;) que me vale ","RT @wuichoguerra: Lujo de los narcos Cc. @Abn_Alarc","wuichoguerra","",62,"","","","","",5,true,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Fri, 08 Oct 2010 18:20:19 +0000","","es","Abner Alarcon ","","Abner Alarcon ","222156482597228545","200206296"
"","","","web","","Voetballen MC1 ♡","","","",3,232671108,"","","","","","","","Marlou van Houdt ","mostly_male","","","","","Gister wel goed in Portugal aangekomen alleen nog niet in de villa. Super gezeik met de credit card van Rabobank die het niet deed om","","","232671108","","222238436277497856","","","","web",27,"Marlouxox","","","","","","","","Mon, 09 Jul 2012 07:59:06 +0000","","","",37795,"","",206,"http://twitter.com/Marlouxox","","twitter",159,"1e1c99bf4ae4a100e0740e6a58178f28","","","","","Amsterdam","","",6.91,156,"","http://twitter.com/Marlouxox/statuses/222238436277497856","","","","","","Marlouxox",232671108,"","Op m'n blackberry - 26DC89FA","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2298161732/341286342_normal.jpg","nl","Fri, 31 Dec 2010 21:55:33 +0000","","","","","Gister wel goed in Portugal aangekomen alleen nog niet in de villa. Super gezeik met de credit card van Rabobank die het niet deed om","","",100,"en","","","","","","","","",3600,"","Marlou van Houdt ","Mon, 09 Jul 2012 07:59:06 +0000","","",""
"","","[""https://www.abnamro.nl/nl/prive/betalen/creditcards/index.html""]","web","","Marie-Louise. Kantoordirecteur ABN AMRO Deurne, Gemert, Asten. Hypotheekadvies, retailbanking. ","","","",0,599228792,"","","","","","[0]","","ML van den Einden","mostly_male","","","","","Gaat u op vakantie? ! Vraag nu een ABN AMRO Credit Card aan en na acceptatie krijgt u het Party Time reisspel cadeau. https://t.co/jtYQ1pWR","","","599228792","","222297137621368832","","","","web",10,"MLvandenEinden","","","","","[""Mon, 09 Jul 2012 11:52:23 +0000""]","","","Mon, 09 Jul 2012 11:52:22 +0000","","","[""https://www.abnamro.nl/nl/prive/betalen/creditcards/index.html""]",43,"[""www.abnamro.nl""]","",27,"http://twitter.com/MLvandenEinden","","twitter",0,"1e1c9bc8af25af00e074a39b4b44bea2","","[""Creditcards - ABN AMRO - gratis creditcard bij betaalpakket""]","","","","","",0.0,76,"","http://twitter.com/MLvandenEinden/statuses/222297137621368832","","","","","","MLvandenEinden",599228792,"","","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2277663806/xn2heb23bi3iccu8iamc_normal.jpeg","nl","Mon, 04 Jun 2012 13:10:08 +0000","","","","","Gaat u op vakantie? ! Vraag nu een ABN AMRO Credit Card aan en na acceptatie krijgt u het Party Time reisspel cadeau. https://t.co/jtYQ1pWR","","",100,"nl","","","","","","","","","","","ML van den Einden","Mon, 09 Jul 2012 11:52:22 +0000","","",""
"","","","Twitter for iPhone","","PR photography - will walk & talk about visual  storytelling ~ I eat, sleep and breathe and sell photography.......","","","",61,14897331,"","","",198,"","","http://www.daphnechannahorn.com/","daphne channa horn","","","","","","@gabryvanbeek @basw .....meerdere keren voor Rabobank je collega's geschoten -;) /cc @RobertLommers","","[""gabryvanbeek"",""basw"",""RobertLommers""]","14897331","","222346452490399744","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",61,"ikbendaf","","","","","","","","Mon, 09 Jul 2012 15:08:19 +0000","","","",31229,"","",2798,"http://twitter.com/ikbendaf","","twitter",3868,"1e1c9d7eaaa3a380e074697591d799e2","","","","","Amsterdam","","",49.96,3078,"","http://twitter.com/ikbendaf/statuses/222346452490399744","","","","","","ikbendaf",14897331,"","Amsterdam","gabryvanbeek","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2199549708/daphnechannahorn-original-Lightroom__1_van_1__normal.jpg","nl","Sun, 25 May 2008 08:14:48 +0000","","","","","@gabryvanbeek @basw .....meerdere keren voor Rabobank je collega's geschoten -;) /cc @RobertLommers","","",100,"en","[""photography"",""amsterdam"",""entrepreneurship"",""ios"",""apps""]","222227529686200320","24671308","","","","","",3600,"","daphne channa horn","Mon, 09 Jul 2012 15:08:19 +0000","","",""
"","","","Tweet Button","","Pocketinfo is de community voor informatie over smartphones, tablets en andere gadgets, met een focus op Windows Phone!","","","",7,22908018,"","","",114,"","","http://www.pocketinfo.nl","Pocketinfo","","","","","","Lees 'ABN AMRO App binnen een maand beschikbaar voor WP7'  | http://t.co/OjCMlnvc via @pocketinfo_nl #wp7 #pocketinfo ( cc @ABNAMRO )","","[""Pocketinfo_nl"",""ABNAMRO""]","22908018","","222394756813160448","","","","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",34,"Pocketinfo_nl","","","","","","","","Mon, 09 Jul 2012 18:20:16 +0000","","","[""http://www.pocketinfo.nl/abn-amro-bankieren-applicatie-binnen-een-maand-63005""]",7187,"[""www.pocketinfo.nl""]","",1561,"http://twitter.com/Pocketinfo_nl","","twitter",126,"1e1c9f2bb54fa000e07414823d561c0e","","","","","Amsterdam","","",12.07,218,"","http://twitter.com/Pocketinfo_nl/statuses/222394756813160448","","","","","","Pocketinfo_nl",22908018,"","Amsterdam","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/1792094724/thumb_normal.png","nl","Thu, 05 Mar 2009 11:19:13 +0000","","","","","Lees 'ABN AMRO App binnen een maand beschikbaar voor WP7'  | http://t.co/OjCMlnvc via @pocketinfo_nl #wp7 #pocketinfo ( cc @ABNAMRO )","","",100,"en","[""#xperia"",""#wp7"",""sony"",""video"",""samsung""]","","","","","","","",3600,"","Pocketinfo","Mon, 09 Jul 2012 18:20:16 +0000","","",""
"","","","UberSocial for BlackBerry","","gak gni caranya","","","",3,291339669,"","","","","","","http://mymineyouyours.blogspot.com","Kemala WasitaManuaba","","","","","","Kk wiya beli 1 sttoskop litman warna item, 1 tensi abn pegas brapa kk? Penting.. Cc @made_wirantara","","[""made_wirantara""]","291339669","","222601478555189248","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",27,"kemala_manuaba","","","","","","","","Tue, 10 Jul 2012 08:01:42 +0000","","","",3029,"","",148,"http://twitter.com/kemala_manuaba","","twitter",134,"1e1ca657c13ba700e074caade43a2340","","","","","Alaska","","",6.62,108,"","http://twitter.com/kemala_manuaba/statuses/222601478555189248","","","","","","kemala_manuaba",291339669,"","Kos mita, sidakarya,fk unud","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2283388466/image_normal.jpg","id","Sun, 01 May 2011 20:55:13 +0000","","","","","Kk wiya beli 1 sttoskop litman warna item, 1 tensi abn pegas brapa kk? Penting.. Cc @made_wirantara","","",100,"en","[""samsung""]","","","","","","","",-32400,"","Kemala WasitaManuaba","Tue, 10 Jul 2012 08:01:42 +0000","","",""
"","","","Tweetbot for iOS","","A joker who has no sense of humor.\n\nInterested in Movies, TV-shows & Cars.\n\n\n(I still think that the butler didn't do it.)","","","",8,197156771,"","","",1,"","","http://slimjee.tumblr.com","S L i M  ","","","","","","الصديق الحقيقي هو اللي لما تقول له ”بس أخلص شغلي وإن شاء الله يمديني أجيكم“ يفهمك ويدق على غيرك عشان يتعشى معاه.\n\n\ncc: Amro :)","","","197156771","","222769795509133312","","","","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",39,"SuliTheMan","","","","","","","","Tue, 10 Jul 2012 19:10:32 +0000","","","",14636,"","",269,"http://twitter.com/SuliTheMan","","twitter",701,"1e1cac2eb6bca400e074a823827378ca","","","","","Riyadh","","",15.54,185,"","http://twitter.com/SuliTheMan/statuses/222769795509133312","","","","","","SuliTheMan",197156771,"","JEDDAH","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2171206055/B1A8F8C8-BF92-4251-8E03-BBBF87B6A23B_normal","ar","Thu, 30 Sep 2010 19:52:27 +0000","",true,"","","الصديق الحقيقي هو اللي لما تقول له ”بس أخلص شغلي وإن شاء الله يمديني أجيكم“ يفهمك ويدق على غيرك عشان يتعشى معاه.\n\n\ncc: Amro :)","","",95,"en","[""shutter island"",""world of warcraft"",""cats"",""riyadh""]","","","","","","","",10800,"","S L i M  ","Tue, 10 Jul 2012 19:10:32 +0000","","",""
"","","","foursquare","","27 | Ljouwert | Sogetist | Verliefd op @Kolthof | mama van Tygho (19-6-2012) | ik tweet op persoonlijke titel",53.19684244,"","",6,31733579,53.19684244,5.79417265,"Leeuwarden, Friesland","","","","","Annemijn","","Leeuwarden","","","","Een spaarrekening openen voor #babyTygho /cc @kolthof (@ Rabobank) http://t.co/DuM7cP1d","e414343ff5facd59","[""kolthof""]","31733579","","223041184698875904","","","","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>",32,"KleinRood","",5.79417265,"http://api.twitter.com/1/geo/id/e414343ff5facd59.json","","","","","Wed, 11 Jul 2012 13:08:56 +0000","The Netherlands","","[""http://4sq.com/MhrXdG""]",7477,"[""4sq.com""]","",100,"http://twitter.com/KleinRood","","twitter",95,"1e1cb599202aa400e074da1b8f09255e","","","","","Amsterdam","city","",10.95,262,"","http://twitter.com/KleinRood/statuses/223041184698875904","","","","","","KleinRood",31733579,"","Leeuwarden","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2353134583/F3CF8C4C-6E59-4A14-9315-B7F79AD6C38E_normal","nl","Thu, 16 Apr 2009 11:37:08 +0000","",true,"","","Een spaarrekening openen voor #babyTygho /cc @kolthof (@ Rabobank) http://t.co/DuM7cP1d","","",100,"en","","","","NL","","","","",3600,"","Annemijn","Wed, 11 Jul 2012 13:08:56 +0000","","",""
"","","","web","","DandyDev.net | Loves Music | Software & Web Development | Social Media | Mobile | Song writing | Internet as a playground | @joy_nl ","","","",50,105146222,"","","",5,"","","http://dandydev.net","Daniël Debie","","","","","","@JuzzzNL @chriskievit Gefeliciteerd met jullie diploma's Ing. Kievit en Ing. van Grootveld! /cc @BobJoziasse","","[""JuzzzNL"",""chriskievit"",""BobJoziasse""]","105146222","","223427999968657410","","","","web",52,"DaanDebie","","","","","","","","Thu, 12 Jul 2012 14:46:00 +0000","","","",4586,"","",143,"http://twitter.com/DaanDebie","","twitter",609,"1e1cc304bcc4a400e074b84fb4680eda","","","","","Amsterdam","","",42.35,112,"","http://twitter.com/DaanDebie/statuses/223427999968657410","","","","","","DaanDebie",105146222,"","Wonderland","BobJoziasse","","[""Rabobank""]","","http://a0.twimg.com/profile_images/1207807311/5311704645_2025136ce3_b_normal.jpg","nl","Fri, 15 Jan 2010 13:59:50 +0000","",true,"","","@JuzzzNL @chriskievit Gefeliciteerd met jullie diploma's Ing. Kievit en Ing. van Grootveld! /cc @BobJoziasse","","",100,"en","[""miami dolphins"",""peru""]","223410494978015232","46656560","","","","","",3600,"","Daniël Debie","Thu, 12 Jul 2012 14:46:00 +0000","","",""
"","","[""http://instagram.com/p/NAXTdDiH77/""]","Instagram","","tae kwon do\r\njui jitsu \r\nmagic \r\nstone cold stunner \r\n\r\n","","","",6,17399555,"","","",22,"","[0]","http://www.krackernuttz.com","ELROYboogie","","","","","","Buying her flowers w/ her credit card #abn http://t.co/0lIgKd16","","","17399555","","223617651660955649","","","","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",39,"ELROYboogie","","","","","[""Fri, 13 Jul 2012 03:19:38 +0000""]","","","Fri, 13 Jul 2012 03:19:37 +0000","","","[""http://instagr.am/p/NAXTdDiH77/""]",5686,"[""instagr.am""]","",851,"http://twitter.com/ELROYboogie","","twitter",439,"1e1cc99933aeaa80e07484d0b306d992","","[""Photo by elroyboogie • Instagram""]","","","Central Time (US & Canada)","","",15.8,472,"","http://twitter.com/ELROYboogie/statuses/223617651660955649","","","","","","ELROYboogie",17399555,"","ÜT: 29.886271,-95.668299","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/1478168097/DSC_0356_normal.jpg","en","Sat, 15 Nov 2008 00:56:55 +0000","",true,"","","Buying her flowers w/ her credit card #abn http://t.co/0lIgKd16","","",61,"en","[""chicago bulls"",""taxes"",""the boondocks"",""djs"",""religion and spirituality""]","","","",0,"","","",-21600,"","ELROYboogie","Fri, 13 Jul 2012 03:19:37 +0000","","",""
"","","","Tweetbot for iOS","","Projectleider | trainingen | duurzaamheid | ICT | internet | milieu | fotograferen | maatschappij | privacy | Mac | iPhone \n\n  * Zoekt 'n mooie baan! :) * ","","","",8,16042848,"","","",30,"","","http://roelgroeneveld.com","Roel","","","","","","@ewaldeng Waar kan ik daar meer over vinden? #asnbank #sns /cc: @pietsprengers \n\n(Weet jij of dat klopt, @krispijnbeek?)","","[""ewaldeng"",""pietsprengers"",""krispijnbeek""]","16042848","","223681626532618241","","","","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",38,"roelgroeneveld","","","","","","","","Fri, 13 Jul 2012 07:33:50 +0000","","","",16944,"","",493,"http://twitter.com/roelgroeneveld","","twitter",328,"1e1ccbd16ba0a300e0749b02a3c3c384","","","","","Amsterdam","","",15.65,466,"","http://twitter.com/roelgroeneveld/statuses/223681626532618241","","","","","","roelgroeneveld",16042848,"","Wageningen, Nederland, Europa","ewaldeng","","[""Rabobank""]","","http://a0.twimg.com/profile_images/1773608134/3809795E-1154-4CB1-9E3B-A302052EAA80_normal","nl","Fri, 29 Aug 2008 14:56:21 +0000","","","","","@ewaldeng Waar kan ik daar meer over vinden? #asnbank #sns /cc: @pietsprengers \n\n(Weet jij of dat klopt, @krispijnbeek?)","","",100,"en","[""photography"",""business""]","223666982057279488","20381809","","","","","",3600,"","Roel","Fri, 13 Jul 2012 07:33:50 +0000","","",""
"","","","web","","La21' Pocos pero re locos, Somos vagos y dementes pero jamas delincuentes' :))","","","",4,243291448,"","","","","","","","David Stiven Perez ","","","","","","@LorenaLopezSan Hay amro no este asi relajese que usted sabe que problemas hay en todos lados u.u :cc","","[""LorenaLopezSan""]","243291448","","223883018136322048","","","","web",23,"DavidPerezB","","","","","","","","Fri, 13 Jul 2012 20:54:05 +0000","","","",2189,"","",68,"http://twitter.com/DavidPerezB","","twitter",50,"1e1cd2ce1e59a480e074e2c91dfd7536","","","","","Bogota","","",6.17,84,"","http://twitter.com/DavidPerezB/statuses/223883018136322048","","","","","","DavidPerezB",243291448,"","colombia","LorenaLopezSan","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2166448818/snapshot__66__normal.jpg","es","Wed, 26 Jan 2011 18:43:18 +0000","","","","","@LorenaLopezSan Hay amro no este asi relajese que usted sabe que problemas hay en todos lados u.u :cc","","",100,"es","","223882302751649792","130682236","",-1,"","","",-18000,"","David Stiven Perez ","Fri, 13 Jul 2012 20:54:05 +0000","","",""
"","","","Instagram","","","","","",5,483823503,"","","","","","","","mayashita","","","","","","ini littmann loh, bukan abn :p cc : @wowo21 *ini @ingkienk yg bilang :p* http://t.co/fpghlUcb","","[""wowo21"",""ingkienk""]","483823503","","223989682428575744","","","","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",27,"mayashita_","","","","","","","","Sat, 14 Jul 2012 03:57:56 +0000","","","[""http://instagr.am/p/NDAiebgDpV/""]",313,"[""instagr.am""]","",39,"http://twitter.com/mayashita_","","twitter",111,"1e1cd6817f43aa00e074319e983b81a8","","","","","Bangkok","","",7.2,83,"","http://twitter.com/mayashita_/statuses/223989682428575744","","","","","","mayashita_",483823503,"","","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2181868980/198742_2107985231826_1611437739_2126121_8023555_n_normal.jpg","ms","Sun, 05 Feb 2012 12:39:07 +0000","","","","","ini littmann loh, bukan abn :p cc : @wowo21 *ini @ingkienk yg bilang :p* http://t.co/fpghlUcb","","",100,"en","","","","","","","","",25200,"","mayashita","Sat, 14 Jul 2012 03:57:56 +0000","","",""
"","","","web","","Helaas,vaak aan 140 tekens niet genoeg.\r\n","","","",4,242703431,"","","",10,"","","","Co Wijna","mostly_male","","","","","Beste @jobpet , Verwacht ook niet bij SNS  ;)   CC @casparterhorst","","[""jobpet"",""casparterhorst""]","242703431","","224097311893106688","","","","web",32,"LordWanhope","","","","","","","","Sat, 14 Jul 2012 11:05:37 +0000","","","",10492,"","",1254,"http://twitter.com/LordWanhope","","twitter",201,"1e1cda3d71a1a680e0741ad5fa8824f4","","","","","Amsterdam","","",9.59,1200,"","http://twitter.com/LordWanhope/statuses/224097311893106688","","","","","","LordWanhope",242703431,"","","jobpet","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2170012540/Co1_pentekening_normal.jpg","nl","Tue, 25 Jan 2011 11:52:34 +0000","","","","","Beste @jobpet , Verwacht ook niet bij SNS  ;)   CC @casparterhorst","","",62,"nl","","224070270804176897","111685983","","","","","",3600,"","Co Wijna","Sat, 14 Jul 2012 11:05:37 +0000","","",""
